id,question,is_original,rewrite_from,module,discipline,discipline_group,course,task_type,supplementary_material
666,Partnerships in practice: responding to others in health and social care,1,,Partnerships in Practice 1,Health,LS,BSc Adult Nursing,essay,
667,How can sociology and psychology help health and social care prof..,1,,Applied Social Science for Health and Social Care,Health,LS,BSc Occupational Therapy,essay,
668,Effective communication is one of the hpc standards for health professionals. describe effective communication and explain how this can facilitate therapy practice.,1,,Foundations of professional practice,Health,LS,BA Dietetics,essay,
669,How can sociology and psychology help health and social care professionals to understand the experience of health or the effects of ilness / disability / service delivery on the individual?,1,,Applied Social Science for Health and Social Care,Health,LS,BSc Occupational Therapy,essay,
670,Drawing on relevant literature and examples from your own personal experience describe occupational imbalance and occupational deprivation. discuss how they relate to you as an occupational being and might influence your health and wellbeing,1,,Perspectives on human occupation,Health,LS,BSc Occupational Therapy,essay,
671,This house believes that the active management of the third stage of labour is the safest option for delivering the placenta and membranes.,1,,Midwifery:evidence for effective practice,Health,LS,BSc Midwifery,essay,
672,To what extent did the romantic movement pave the way for modern environmentalism?,1,,The Making of the Modern World,History,AH,History,essay,
673,'the real struggle in the period 1918-1921 was between the bolsheviks and the popular movement rather than between the bolsheviks and the whites.' discuss.,1,,History of Russia from 1881,History,AH,History,essay,
674,Why did workers rather than communist reformers spearhead the polish solidarity movement of 1980-81?,1,,Eastern Europe Since 1918,History,AH,History,essay,
675,How should we explain the gap between theory and practice in the social position of women in early modern england?,1,,"Social History of England, 1500-1700",History,AH,History and Sociology,essay,
676,How much did the early reformation in germany owe to martin luther's personality and ideas?,1,,The European World 1500-1720,History,AH,History,essay,
677,To what extent can the changing priorities and organisation of the english east india company between 1757 and 1857 be explained by interactions with indian elites?,1,,Galleons and Caravans,History,AH,History &amp; Politics,essay,
678,"With particular reference to the work of jacques-louis david, how were the principles of the french revolution anticipated, reflected and promoted in french painting, 1784-1794?",1,,Enlightenment and Revolutionary Paris 1750-99,History,AH,History,essay,
679,To what extent is class no longer an operative word in historical anaylsis?,1,,"Historical Research: Theory, Skill and Method I",History,AH,History,essay,
680,To what extent were lenin's policies guided by a conscious strategy for the transition to socialism between 1917 &amp; 1921?,1,,Russian Revolution,History,AH,History,essay,
681,The impact of the black death has been greatly exaggerated.' discuss.,1,,The Medieval World,History,AH,History,essay,
682,'the bolsheviks were successful in their quest for power in 1917 because they enjoyed popular support.' discuss.,1,,History of Russia from 1881,History,AH,History,essay,
683,Roy porter describes private asylums as both 'running sores of scandal' and 'sites of therapeutic innovation.' do you agree with this dual imagery?,1,,Madness and Society: from Bethlem to the Present,History,AH,History,essay,
684,Did anabaptism present a serious threat to established authority in the sixteenth-century?,1,,The European World 1500-1720,History,AH,History,essay,
685,Was the communisation of eastern europe a foregone conclusion in may 1945?,1,,Eastern Europe Since 1918,History,AH,History,essay,
686,Was the italian labour unrest of 1919-20 defeated more because of divisions on the left than because of the fascist counter-offensive?,1,,Workers and Society in Europe 1870-1945,History,AH,History,essay,
687,What reasons were there for growing radicalism in the russian labour movement in the years before 1914?,1,,Workers and Society in Europe 1870-1945,History,AH,History,essay,
688,What part did the discovery of a sea passage to asia play in explaining the decline of the ottoman empire?,1,,Galleons and Caravans,History,AH,History,essay,
689,Vehicle of propaganda or agent of subversion? cold war hollywood bomb cinema 1950-1963.,1,,Rethinking Cold War Cultures,History,AH,History,essay,
690,The growth and elaboration of the rituals surrounding public execution in early modern england,1,,"Social History of England, 1500-1700",History,AH,History,essay,
691,In what ways and to what extent did an enlightenment world-view shape life in colonial new south wales from c. 1788-1850?,1,,Antipodean Encounters,History,AH,History,essay,
692,In what senses was there a commercial revolution in the thirteenth century?,1,,The Medieval World,History,AH,History,essay,
693,What is the nature of gerrard winstanley's religious outlook in the new law of righteousness 1649?,1,,Radicalism in the eng Revolution,History,AH,History &amp; Politics,essay,
694,Why do so many people in the world today go hungry?,1,,The Making of the Modern World,History,AH,History,essay,
695,How successfully did the church impose its moral values on society in the period 1560-1640?,1,,"Social History of England, 1500-1700",History,AH,History &amp; Politics,essay,
696,"In what ways did religion affect the lives of people in early modern europe, c.1500?",1,,The European World 1500-1720,History,AH,History,essay,
697,This essay will explore the rule against bias; nemo judex in causa sua in the context of the given scenario.,1,,General Principles of Constitutional &amp; Administrative Law,Law,SS,LLB,essay,
698,Can we think nature's rights outside the anthropocentric outlook of the dominant discourse of human rights?,1,,Theories and Histories of Human Rights,Law,SS,International Development Law and Human Rights,essay,
699,Discuss the significance of eu citizenship with particular reference case c-209/03 r (on the application of bidar) v ealing lbc [2005] 2 wlr 1078.,1,,Foundations of European Law,Law,SS,LLB,essay,
700,The brain drain as the reproduction of a colonial pattern of exploitation,1,,Global Law and Politics,Law,SS,International Development Law and Human Rights,essay,
701,"Discuss: ""custom is now of limited importance as a source of international law.""",1,,International Law,Law,SS,LLB,essay,
702,"Discuss critically whether or not choice of law rules may refer to a system of law that does not derive from the sovereign power of a state, e.g. shariah or unidroit principles of international commercial contracts. make reference to case law and the academic discussion.",1,,Conflict of Laws,Law,SS,Law,essay,
703,The european council does not play a formal role in community decision-making and does not constitute an institution hierarchically superior to the community institutions. (koen lenaerts). discuss.,1,,Foundations of European Law,Law,SS,LLB,essay,
704,Produce a critical evaluation of the impact of the judicial decisions of the late lord denning mr on the rights of persons in residential occupation.,1,,Introduction to the Law of Property Relations,Law,SS,Law LLB,essay,
705,"Consideration is a perfectly adequate test of liability in contract, the so-called doctrine of intention to create legal relations is superfluous. discuss this statement in the light of decided cases.",1,,Basic Techniques of Common Law in Contract &amp; Tort,Law,SS,Law,essay,
706,This essay will explore the different concepts pertaining to legal parentage and parental responsibility in family law; focusing on how legal parentage is determined in common law and following the enactment of the human fertilisation and embryology act 1990 (hfea 1990).,1,,Law and the Family,Law,SS,LLB,essay,
707,Critically evaluate the substantive and procedural approach to the regulation of mergers in the uk under the enterprise act 2002. what are the main differences to the previous approach?,1,,Advanced Themes in Competition Law &amp; Policy,Law,SS,Law,essay,
708,"'if a realistic medical jurisprudence is to develop, judges must extend their focus beyond rights and duties and confront the fundamental issue of resources.' discuss",1,,Medicine and the Law,Law,SS,Law,essay,
709,"The decision of the court in williams v roffey bros [(1991) 1 qb 1, court of appeal] which suggests that performance of an existing (contractual) duty can constitute consideration where it results in 'practical benefit' to the promisor creates further ambiguity in the scope of consideration in eng contract law. discuss.",1,,Basic Techniques of Common Law in Contract &amp; Tort,Law,SS,Law,essay,
710,Four propositions to improve the efficiency of alternative globalization movements and civil society organizations,1,,Civil Society and Activism,Law,SS,International Development Law and Human Rights,essay,
711,Environmental law is now a specific area of policy-making in the eu. discuss with reference to specific legal principles adopted in this area.,1,,Law &amp; Policies of the European Union,Law,SS,LLB,essay,
712,"Consideration is a perfectly adequate test of liability in contract, the so-called doctrine of intention to create legal relations is superfluous. discuss this statement in light of decided cases.",1,,Basic Techniques of Common Law in Contract &amp; Tort,Law,SS,LLB,essay,
713,South africa's truth and reconciliation commission failed in its main aims. discuss.,1,,Comparative Human Rights,Law,SS,Law,essay,
714,"With reference to fortescue and other commentators of the medieval and early modern period, assess the importance of judaeo-christian theology to the development of both the common law and the secular legal profession.",1,,"Origins, Images and Cultures of English Law",Law,SS,Law,essay,
715,Critically assess the doctrine of intention to create legal relations in the light of the above statement and relevant legal developments.,1,,Basic Techniques of Common Law in Contract &amp; Tort,Law,SS,LLB,essay,
716,The european council does not play a formal role in community decision-making and does not constitute an institution hierarchically superior to the community institutions. (koen lenaerts) discuss.,1,,Foundations of European Law,Law,SS,Economics,essay,
717,Medical euthanasia should not be tolerated or legitimised for the simple reason that conduct designed to bring about the end of the life is the antithesis of proper medicine. discuss.,1,,Medicine and the Law,Law,SS,LLB,essay,
718,Without being overly presumptuous it can surely be asserted that judaeo-christian theology has shaped the underlying structure of the laws of western civilization.,1,,"Origins, Images and Cultures of English Law",Law,SS,LLB,essay,
719,"The commission is organised on the pattern of a government (k. p. e. lasok - ""law and institutions of the european union"" (2001) at 235). is it accurate to describe the commission as the government of the eu?",1,,Foundations of European Law,Law,SS,LLB,essay,
720,"'the essence of the subject of international taxation is the issue of whether and, to what extent, a country has the right to tax an individual or a company.' [miller and oats, principles of international taxation, p. 20] discuss.",1,,ISSUES IN THE TAXATION OF INTERNATIONAL BUSINESS,Law,SS,International Economic Law,essay,
721,"The eng law on vicarious liability is the best compromise which could have been reached between the needs of tort victims for compensation and the freedom of businesses to operate without excessive burdens.' discuss, making reference to decided cases.",1,,Basic Techniques of Common Law in Contract &amp; Tort,Law,SS,Law,essay,
722,What does the tot (tip of the tongue) experience tell us about the way words may be retrieved in the brain and about speech production?,1,,Psycholinguistics,Linguistics,AH,Erasmus/Modular Diploma in Advanced Study,essay,
723,Professional question: how can the teaching of pronunciation gain greater prominence a pre-undergraduate eap course?,1,,Research Methods I,Linguistics,AH,MA TESOL,essay,
724,"Present a summary of current perspectives on how the lexicon is organised, ie how it is structured. include in your discussion topics such as lexicalization, sense relations, and lexical composition ...",1,,English grammar and lexis,Linguistics,AH,BA English Language and Linguistics,essay,
725,Discuss the importance of language in establishing a sense of identity,1,,Language and Society,Linguistics,AH,BA English Language and Linguistics,essay,
726,Locution usually refers to what utterance exactly means and it involves new information or expression and its following predicting expressions.,1,,Language and communication,Linguistics,AH,BA English Language and Linguistics,exercise,
727,Should esol teachers be trusted to create their own approaches to learning?,1,,Language learning principles and practices,Linguistics,AH,MA Tesol,essay,
728,What is the effect of the social variables of gender and class on the way we speak? is there a link between them?,1,,Language in the Individual and Society,Linguistics,AH,BA Applied English Language,essay,
729,"Children's reading and writing has to be learned, in contrast to their speech",1,,Language in the Individual and Society,Linguistics,AH,BA Applied English Language,essay,
730,Write an essay on what the differences are between males' and females' ways of talking...,1,,Sociolinguistics,Linguistics,AH,BA Applied English Language,essay,
731,How far does language after age five differ from what has developed up to that point?,1,,Child language development,Linguistics,AH,Linguistics,essay,
732,"A case study into the introduction, development and impact of english in hong kong",1,,English in the world,Linguistics,AH,Linguistics,essay,
733,What is the effect of the social variables of class and gender on the way we speak? is there a link between them?,1,,Language and the individual and in society,Linguistics,AH,BSc Speech and Language Therapy,essay,
734,It is inadequate to describe english obstruent phonemes as voiced and voiceless,1,,Foundation Phonetics and Phonology,Linguistics,AH,MA ELT,essay,
735,The study of linguistics is essential to speech and language pathology. discuss this statement with reference to two communication disorders.,1,,Introduction to Clinical Studies,Linguistics,AH,Bsc Speech and Language Therapy,essay,
736,"Write an essay on what the differences are between males' and females' ways of talking, how this has been investigated and what explanations have been suggested for the differences found.",1,,Sociolinguistics,Linguistics,AH,Applied English Language Studies,essay,
737,One of the most important observations in a corpus-based description of english is that patterns and meanings are connected,1,,A Corpus-based Approach to Language Description,Linguistics,AH,BA Linguistics,essay,
738,Comparative discourse analysis of a political speech and an academic journal article,1,,Approaches to Written Discourse,Linguistics,AH,MA in Linguistics,essay,
739,The study of linguistics is essential to speech and language pathology. discuss this statement with reference to two communicative disorders.,1,,Introduction to clinical studies,Linguistics,AH,speech and language therapy,essay,
740,Discuss the differences between males and females way of talking. how has this been investigated and what explanations have been suggested for the differences found?,1,,Sociolinguistics,Linguistics,AH,Applied English Language Studies,essay,
741,Cohesion and coherence in the fairy tale 'the white snake': micro- and macro-structural patterns,1,,Approaches to written discourse,Linguistics,AH,Exchange student (Erasmus),essay,
742,'what is the effect of the social variables of class and gender on the way we speak? is there a link between them?',1,,Language in the Individual &amp; in Society,Linguistics,AH,Part 3,essay,
743,'in what ways can aphasia inform our knowledge about the localisation of functions in the human brain?',1,,Language Pathology,Linguistics,AH,Part 3,essay,
744,"When language develops atypically, a similar pattern of deficits is found within the different levels of language regardless of the cause of the language impairment. discuss this statement with reference to two or more congenital disorders.",1,,Special Needs,Linguistics,AH,Linguistics and Clinical Language Studies,essay,
745,"One of the definition of sli by exclusion states that ""children with sli have no non-verbal deficits"". discuss.",1,,Specific Language Impairment,Linguistics,AH,Linguistics and Clinical Language Studies,essay,
746,"Lifestyle choices and health-related behaviour have been put forward to explain current patterns of health inequalities. critically evaluate this explanation, drawing on current evidence on inequalities in health.",1,,Health in the Community,Medicine,LS,Medicine,essay,
747,"How the diversity of values, powers and opportunities can influence clinical decision making among doctors and their patients focusing on how stereotyping is responsible for racial and ethnic inequalities",1,,Human Diversity,Medicine,LS,Phase I,essay,
748,What are health inequalities and why do some social groups have poorer health than others? what role can doctors play in addressing inequalities in health and how effective are they likely to be?,1,,Health in the Community,Medicine,LS,Phase I,essay,
749,The fair delivery of high standard health care has been the objective of the national health service (nhs) since its establishment in 1948,1,,Health in the Community,Medicine,LS,MCchB,essay,
750,Exploring the role of violence in selected contemporary latin american cinema,1,,Imagining Latin America: Cultures &amp; Literatures,OTHER,AH,Tourism Management / Spanish Studies,essay,
751,"In what ways does translations explain the idea that ""a civilisation can be imprisoned in a linguistic contour that no longer matched the landscape... of fact."" [act ii, scene i]",1,,British Theatre Since 1939,Other,AH,eng and Theatre,essay,
752,"Compare and contrast the portrayal of crime and justice in m. eine stadt sucht einen mÃrder, and der aufhaltsame aufstieg des arturo ui.",1,,Culture and Politics in the Weimar Republic and the Third Reich,Other,AH,French and German,essay,
753,'mérimée aims above all to control and gratify the reader. at all times he has in mind the effects of his composition.' discuss with reference to mateo falcone and tamango.,1,,The French Imagination,Other,AH,French and German,essay,
754,"With particular reference to the oresteia and bacchae, explore the ways in which madness, as a female affliction, emasculates and destroys tragic male characters.",1,,Approaches to Modernism II,Other,AH,eng and Theatre,essay,
755,"Melodrama responded to the tastes and desires of the mass audience in the nineteenth century. focusing on at least three plays or one playhouse that we have studied on the course, explore how the genre reflected the contemporary social climate.",1,,Approaches to Modernism II,Other,AH,Theatre and Performance Studies,essay,
756,Can e-learning widen participation in the development of today's employment skills? illustrate your answer with a critical analysis of a case study.,1,,Research Methods in Social Science,Other,SS,Sociology,essay,
757,What does it mean to be 'dramatically literate'? how can all students be taught to understand and appreciate a wide variety of theatre forms?,1,,Drama and Theatre Studies in Theatre and Practice,Other,SS,Drama and Theatre Education,essay,
758,"It has been a governing principle of much discourse that lifelong learning is necessary for - 'successful' competitive economics as we move towards the twenty-first century edwards, 1997:174)",1,,Adult Learning and Teaching,Other,SS,Sociology,essay,
759,"Compare and contrast the way ibsen and strindberg treat destructive patterns of interaction in their work, commenting on the relative importance attached to free will and determinism, and showing how visual methods are used to communicate the author's vision.",1,,Approaches to Modernism II,Other,AH,Theatre,essay,
760,In what ways does the film and/or book 'london orbital' present an instructive vision of the early 21st century metropolis?,1,,Performance &amp; the Contemporary City,Other,AH,Theatre and Performance Studies,essay,
761,"In what ways, and for what reasons, have theatre/performance makers challenged the formal properties of realism?",1,,European Theatre,Other,AH,eng and Theatre,essay,
762,'madame bovary is a novel which illustrates the dangers of living life as if it were fiction.' to what extent do you agree with this account of flaubert's novel?,1,,Bestsellers of the Nineteenth Century,Other,AH,French and German,essay,
763,Examine the significance of the reference to may 68 in chapter xviii of les mots pour le dire.,1,,French Women Writers Since 1968,Other,AH,History &amp; French,essay,
764,Compare the representation of the press in böll's die verlorene ehre der katharina blum and maron's flugasche.,1,,"Writers, Media and Society in Contemporary Germany",Other,AH,French and German,essay,
765,"How did the church justify the crusades? answer with close reference to ecclesiastical sources for the crusades and, if you wish, any other source studied for this module.",1,,France and the Crusades,Other,AH,History &amp; French,essay,
766,How may swing time be considered a turning point in the astaire and rogers cycle of films for rko in the 1930s?,1,,Basic Issues and Methods: History,Other,AH,Film and Literature,essay,
767,'the occitan fragments of the canso d'antioca is propaganda rather than history.' discuss.,1,,France and the Crusades,Other,AH,History &amp; French,essay,
768,In what sense might metropolis and der blaue engel be considered 'modernist'?,1,,Culture and Politics in the Weimar Republic and the Third Reich,Other,AH,German,essay,
769,"'depth of field is not just a stock in trade of the cameraman like the use of a series of filters or of such-and-such a style of lighting, it is a capital gain in the field of direction - a dialectical step forward in the history of film language.' (andré bazin). discuss what bazin means and whether or not you think such a categorical claim is justified.",1,,Basic Issues and Methods: History,Other,AH,Film and Literature,essay,
770,Analyse one or two plays studied this term showing how and why they can be considered examples of naturalism or expression.,1,,Approaches to Modernism I,Other,AH,Theatre and Performance Studies,essay,
771,"As the nineteenth century progressed, u.s. narratives seem to shift from tales of optimism to ones more guarded and elegiac about lost opportunities. discuss.",1,,Nineteenth Century US Writing and Culture,Other,AH,Comparative American Studies,essay,
772,'the concern of the epic theatre is thus eminently practical. human behaviour is shown as alterable; man himself as dependant on certain political and economic factors and at the same time as capable of altering them.' (brecht) discuss with detailed reference to marxist-leninist theory and two or three plays by brecht.,1,,Communism &amp; Nazism and the Theatre of Northern Europe,Other,AH,Theatre and Performance Studies,essay,
773,"Compare and contrast kuhle wampe, hitlerjunge quex and triumph des willens as vehicles of propaganda. which in your view is the most effective? give reasons for your answer.",1,,Culture and Politics in the Weimar Republic and the Third Reich,Other,AH,French and German,essay,
774,"Compare and contrast the artistic programmes of two performing arts venues in britain, showing how each demonstrates commitments to the concepts of social inclusion and cultural diversity. append literature from each chosen venue to illustrate your answer.",1,,Marketing Theatre,Other,AH,Theatre and Performance Studies,essay,
775,To what extent does the fn represent a failure of the mainstream political parties of the left and right,1,,Contemporary France,Other,AH,French,essay,
776,Is the cartesian committed to the thesis that it must be possible to make independently intelligible what is meant by identity and difference of human consciousness,1,,Doing Philosophy,Philosophy,AH,Philosophy,essay,
777,What is involved in the project of 'naturalizing epistemology' according to w.v.o quine?,1,,Introduction to Philosophy,Philosophy,AH,Philosophy and Psychology,essay,
778,What is n's conception of autonomy and how does it differ from kant's?,1,,Post Kantian Continental Philosophy I,Philosophy,AH,Philosophy,essay,
779,Critically discuss aristotle's understanding of eudaimonia. can his two accounts be reconciled?,1,,Ancient Greek Philosophy,Philosophy,AH,BA Philosophy with Sociology,essay,
780,"In his encyclopaedia of the philosophical sciences, hegel famously said: ""to seek to know before we know is as absurd as the wise resolution of scholasticus, not to venture into the water until he had learned to swim""",1,,Hegel's Phenomenology of Spirit,Philosophy,AH,Philosophy,essay,
781,"Is it possible to be an error theorist without claiming that all moral judgements are false? if so, how? if not, why not?",1,,Moral Philosophy,Philosophy,AH,Philosophy,essay,
782,"In what way, if any, is 'pain is c-fibre stimulation' different from 'heat is molecular motion'? discuss with reference to kripke's argument",1,,Philosophy of Mind I,Philosophy,AH,V500,essay,
783,The central argument of plato's republic rests to a great extent on the analogy drawn between...,1,,Ancient Greek Philosophy,Philosophy,AH,BA English and Philosophy,essay,
784,In attempting to write about robert musil's encyclopedic novel the man without qualities,1,,Problems of Modernity,Philosophy,AH,Philosophy,essay,
785,"How should paedophilia be defined? what, if anything, is wrong with it?",1,,Ethics and Sex,Philosophy,AH,Philosophy,essay,
786,Critically evaluate the ideas on god and/or religion of one of the figures covered on this course,1,,God in continental thought,Philosophy,AH,BA English and Philosophy,essay,
787,Why does jonathan dancy think that particularism is more plausible than ross' deontology? is he right about this?,1,,Moral Philosophy,Philosophy,AH,BA Philosophy and International Relations,essay,
788,What is the private language argument? what are its implications for the cartesian subject?,1,,Introduction to Philosophy,Philosophy,AH,V500,essay,
789,What does descartes mean by a 'real distinction' between mind and body? how does his argument for the real distinction work?,1,,Descartes &amp; Locke,Philosophy,AH,"Philosophy, Politics and Economics",essay,
790,"If meaning is a matter of evidence or truth conditions, how is that questions and commands have meaning?",1,,Philosophy of Language,Philosophy,AH,BA Philosophy and International Relations,essay,
791,"Explain why quine's paradox: '""yields a falsehood when appended to its own quotation"" yields a falsehood when appended to its own quotation' is a paradox. compare and contrast quine's paradox with the liar paradox and discuss the significance of any differences.",1,,Diagonal Arguments,Philosophy,AH,Philosophy,essay,
792,"If 'i exist' is a well formed claim, does this undermine the objection to the ontological argument that says that 'exists' is not a predicate?",1,,Problems in Philosophy and Literature,Philosophy,AH,Philosophy,essay,
793,"Neoclassicism, with its emphasis on literary production according to fixed rules, may seem absurdly restricted to modern readers. can you make a case for it on the basis of your reading?",1,,Problems in Philosophy and Literature,Philosophy,AH,Philosophy,essay,
794,"Which, in your opinion, is the most plausible account of meaning?",1,,Philosophy of Language,Philosophy,AH,BA Philosophy and Marketing Management,essay,
795,Must a subject/object-oriented conception of logic admit to the revisability of logic?,1,,Introduction to Logic,Philosophy,AH,Philosophy and Psychology,essay,
796,The central argument of plato's republic rests to a great extent on the analogy drawn between justice in the soul and justice in the state. is the analogy strong enough to bear the weight plato places on it?,1,,ancient Greek philosophy,Philosophy,AH,BA Philosophy and Marketing Management,essay,
797,Critically consider the 'method of doubt' as a means of beginning philosophy,1,,Descartes &amp; Locke,Philosophy,AH,Philosophy,essay,
798,"Explain the distinction between the validity of an argument and the truth of its conclusions, and discuss the importance of this distinction both for mathematics and for experimental science.",1,,Scientific Method,Philosophy,AH,MPhys,essay,
799,What are the strengths and weaknesses of austin's command theory of law? explain and evaluate hart's criticism of austin.,1,,Philosophy of Law,Philosophy,AH,Philosophy,essay,
800,Outline jackson's 'knowledge argument' and evaluate one argument with which a physicalist might respond,1,,Introduction to Philosophy,Philosophy,AH,Philosophy,essay,
801,"Give an account of what you understand by rationalism and empiricism as approaches to scientific knowledge. discuss problems associated with both methods outlining the philosophical contributions made by descartes, bacon, hume and popper.",1,,History and Philosophy of Science 1,Physics,PS,Physics and the Universe BSc,essay,
802,Critically discuss the relative scientific merits of the heliocentric and geocentric models of the solar system,1,,Exploring the universe,Physics,PS,MPhys,essay,
803,Why do physicists think that string theory offers a route to a unified model of physics?,1,,Exploring the universe,Physics,PS,MPhys,essay,
804,"Land prices determine house prices. using research evidence, critically evaluate this statement.",1,,Urban develoopment process and finance,Planning,PS,BSc City and Regional Planning,essay,
805,Discuss whether the eway in which the uk housing market functions prevents british entry into the euro,1,,Economics of real estate,Planning,PS,BSc City and Regional Planning,essay,
806,Describe the multiplicity of levels and sectors in the system of english local governance. outline...,1,,"Politics, governanance and planning",Planning,PS,BSc City and Regional Planning,essay,
807,"The role of the public, voluntary and private sectors in providing leisure opportunities",1,,The leisure environment,Planning,PS,BA City and regional planning,essay,
808,Compare and contrast the various systems of local government revenue collection.,1,,??,Planning,PS,BA City and regional planning,essay,
809,Outline the major ways in which inequalities are manifested in cities...,1,,"The city, people and diversity",Planning,PS,BSc City and Regional Planning,essay,
810,Escaping from cynicism in interstate relations: a review of world views on international politics,1,,World Politics,Politics,SS,EPAIS,essay,
811,"If regionalism undermines the sovereignty of states, why do so many states join regional organisations?",1,,World Politics,Politics,SS,Politics,essay,
812,Is social capital an analytically useful concept in relation to development?,1,,"Globalisation, Governance and Development",Politics,SS,MA Globalisationa dn Development,essay,
813,In what respect is the german system of vocational education supposed to be superior to our own? how strong is the evidence for this alleged superiority?,1,,Politics and Policy,Politics,SS,PAIS,essay,
814,Does china disprove the popular understanding that economic liberalisation inevitably leads to political liberalisation?,1,,Politics of Contemporary China,Politics,SS,PPE,essay,
815,Threat of islam or threat to islam? critically assess the conflict between islam and the west.,1,,Middle East Regional Relations,Politics,SS,Politics,essay,
816,"There is a simple fact that underpins any analysis of china's global role - china is not a terribly important country"" (gerry segal) discuss.",1,,Politics of Contemporary China,Politics,SS,PAIS,essay,
817,Are there 'two concepts of liberty'? distinguish some different contrasts which have been made between positive and negative liberty.,1,,Issues in Political Theory,Politics,SS,Politics,essay,
818,Why did turnout decline substantially between the british general elections of 1997 and 2001 and recover little in 2005? why is there such a strong contrast between the turnout of the youngest and oldest cohorts of voters?,1,,Introduction to Research Methods,Politics,SS,PAIS,essay,
819,Evaluate marx's conception of the capitalist social order as antagonistic and crisis prone.,1,,States and Markets: An Introduction to International Political Economy,Politics,SS,PAIS,essay,
820,To what extent are the grand theories of integration useful tools for analysing european union policymaking?,1,,The Politics of European Union Policy Making,Politics,SS,Politics,essay,
821,Why do so few americans vote? do american voters make highly individualised choices or are there any regularities in voting behaviour that can be observed? illustrate your answer with some references to the 2004 presidential elections.,1,,World Politics,Politics,SS,PAIS,essay,
822,How far has diplomacy changed since the end of the cold war?,1,,Foreign Policy Analysis,Politics,SS,BA Philosophy and International Relations,essay,
823,"Investigation into how 'quality newspapers': the guardian, the independent, the times and the telegraph, responded to gordon brown's labour party conference speech delivered on the 27th sept 2004",1,,Introduction to Politics,Politics,SS,PAIS,essay,
824,To what extent is 'new institutionalism' useful when analysing e.u processes? (do institutions really matter?),1,,European Union Policy Making,Politics,SS,"Economics, Politics and International Studies",essay,
825,"What, if anything, has membership of a political community in common with membership of a family? can this tell us anything about our obligations?",1,,Issues in Political Theory,Politics,SS,Politics,essay,
826,Critically assess locke's view that political authority rests on the consent of the governed.,1,,Political Theory from Hobbes,Politics,SS,History and Politics,essay,
827,What was to blame for the failure of the great leap forward?,1,,Politics of Contemporary China,Politics,SS,Politics,essay,
828,An old-fashioned debate between free trade and protectionism is recently re-emerging in the form of wrangling between multilateralism and bilateralism.,1,,Theories and Issues in International Political Economy,Politics,SS,IPE,essay,
829,Do the economic benefits of structural adjustment outweigh the socio-political costs? discuss with at least 2 examples,1,,Politics of Developing Areas,Politics,SS,PAIS,essay,
830,"'find a form of association that defends and protects the person and goods of each associate with all the common force and by means of which each one, uniting with all, nevertheless obeys only himself and remains as free as before.' an examination of rousseau's fundamental problem and his solution to it.",1,,Political Theory from Hobbes,Politics,SS,Politics,essay,
831,To what extent has the eu contributed to global environmental protection?,1,,The Politics of European Union Policy Making,Politics,SS,Politics,essay,
832,How far does the downs model of voting help to explain the result of the british general election of 2005?,1,,Introduction to Research Methods,Politics,SS,PAIS,essay,
833,An assessment of the applicability of the concept of cosmopolitan democracy to the eu,1,,International Relations Theory,Politics,SS,International Relations,essay,
834,"The role of social housing in many modern welfare states, is contracting and changing. analyse and explain the changes referred to here.",1,,Politics and Policy,Politics,SS,PAIS,essay,
835,What lessons should criminal justice and law enforcement learn from the bio-behavioural account of antisocial personality disorder?,1,,Further Psychology,Psychology,LS,Psychology,essay,
836,"Are there two systems of reasoning? make reference to sloman (1996), and stanovich and west (2000)",1,,Language and Thought,Psychology,LS,Psychology,essay,
837,Outline the best case you can for a theory of general intelligence. what are the strengths and weaknesses you see in the case you have constructed?,1,,Individual Differences,Psychology,LS,Psychology,essay,
838,"Is hillman (2001) correct to claim that the boundary between the self and the world is ""the only one core issue for psychology""?",1,,Mind in Context,Psychology,LS,Psychology,essay,
839,What do newborns know and what do they come to learn about the world during their first year of life?,1,,Developmental Psychology,Psychology,LS,Psychology,essay,
840,Discuss how psychological research you have learned about in this course relates to each of three criminal or civil cases chosen from any commonwealth country or from the us.,1,,Psychology and the Law,Psychology,LS,Psychology,essay,
841,Is bowlby's concept of attachment theory still relevant for studying social development?,1,,Introduction to Psychology,Psychology,LS,Psychology,essay,
842,Evolutionary psychology provides a single unifying starting point for understanding why we think and behave as we do today. archer (2001). discuss.,1,,"Perception, Planning and Action",Psychology,LS,Psychology,essay,
843,Should we be worried about the effects on children of aggressive images on film and television?,1,,Social Psychology,Psychology,LS,Psychology,essay,
844,What are the advantages and disadvantages of stage models of cognitive development?,1,,Introduction to Psychology,Psychology,LS,Psychology,essay,
845,Critically evaluate psychological theory and research on the process of deliberation in juries,1,,Applied Social Psychology,Psychology,LS,Psychology,essay,
846,Critically evaluate the evidence that different stages of sleep aid different types of learning.,1,,Psychobiology,Psychology,LS,Psychology,essay,
847,"For each of the following, what would be the consequences if it were to happen to you? a) a disease slowly destroys your oligodendroglia cells, b) a tumour destroys the fusiform gyrus in your right temporal lobe, c) the cells in the substantia nigra degenerate, d) your mamillary bodies cease to function",1,,Introduction to Psychology,Psychology,LS,Psychology,exercise,
848,Are there two systems of reasoning? make reference to sloman (1996) and stanovich and west (2000),1,,Language and Thought,Psychology,LS,Psychology,essay,
849,Imagine you are designing a curriculum for primary school science classes. consider how research in cognitive development could help you decide which concepts are taught when.,1,,Developmental Psychology,Psychology,LS,Psychology,essay,
